user_id,income,rent,groceries,transport,shopping,utilities,emi,savings_goal,total_spend,savings,savings_rate,expense_ratio,ai_advice
USER_746,45906,6397,2721,2305,570,3641,2536,16629,18170,27736,0.604191173267111,0.395808826732889,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_747,74395,3459,5066,2602,5088,7144,4373,24599,27732,46663,0.6272330129713019,0.37276698702869815,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_748,54432,11335,5743,3298,8867,1930,20402,26432,51575,2857,0.05248750734861846,0.9475124926513815,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_749,147553,22990,6354,1157,18731,12246,54467,54328,115945,31608,0.21421455341470522,0.7857854465852948,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_750,79604,19905,11192,4547,7095,6588,29472,30792,78799,805,0.010112557157931763,0.9898874428420682,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_751,76888,8435,3640,3582,12673,7520,11420,30619,47270,29618,0.38520965560295495,0.614790344397045,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_752,113588,20085,2689,4490,19154,7259,34657,19022,88334,25254,0.22232982357291264,0.7776701764270874,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_753,137492,20245,17636,4912,22385,6211,54254,31500,125643,11849,0.08617955953800949,0.9138204404619905,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_754,46880,3259,5309,3038,8171,3227,10281,9587,33285,13595,0.2899957337883959,0.7100042662116041,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_755,125840,8302,15161,4689,4119,12564,35849,21195,80684,45156,0.358836617927527,0.641163382072473,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_756,34353,9824,3368,1177,1449,2984,10103,8633,28905,5448,0.15858876953977818,0.8414112304602218,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_757,57816,11535,7215,5688,5547,5351,6729,16483,42065,15751,0.2724332364743324,0.7275667635256676,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_758,78118,16857,2318,4239,12482,2610,14846,23749,53352,24766,0.3170332061752733,0.6829667938247267,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_759,25365,6296,2614,1269,4056,1631,4562,8998,20428,4937,0.19463828109599843,0.8053617189040015,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_760,116867,16479,14999,6573,838,4585,42055,29833,85529,31338,0.26815097504000274,0.7318490249599973,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_761,30948,3041,4530,2050,1828,3064,9012,11702,23525,7423,0.23985394855887296,0.760146051441127,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_762,94370,12922,4242,5365,15002,7019,10050,11957,54600,39770,0.42142630073116455,0.5785736992688354,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_763,36114,10750,5226,2675,881,2532,2305,6222,24369,11745,0.32522013623525503,0.674779863764745,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_764,65407,19417,4747,1500,3030,3935,9983,5808,42612,22795,0.3485100983075206,0.6514899016924794,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_765,73386,12150,4974,4046,2949,3587,22710,28994,50416,22970,0.31300248003706427,0.6869975199629357,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_766,64645,13343,4245,6387,5763,4552,829,17509,35119,29526,0.45674066053059015,0.5432593394694099,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_767,93954,10149,12102,4595,8147,8006,16427,21739,59426,34528,0.3674989888668923,0.6325010111331076,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_768,114380,16272,8185,1577,9452,4743,34409,17313,74638,39742,0.34745584892463716,0.6525441510753628,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_769,29339,3844,4396,1622,3462,1765,2365,9310,17454,11885,0.4050921980980947,0.5949078019019053,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_770,141501,10729,8101,3804,11768,2196,55781,10893,92379,49122,0.34714949010961055,0.6528505098903895,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_771,67112,10608,7192,6673,1270,5980,12781,21667,44504,22608,0.33686971033496244,0.6631302896650375,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_772,86155,14829,10628,5284,15027,1639,31005,22624,78412,7743,0.08987290348789971,0.9101270965121003,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_773,41689,5458,4724,1325,6535,3606,12088,15424,33736,7953,0.19076974741538535,0.8092302525846147,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_774,100669,8480,7432,9650,15637,3875,8555,33721,53629,47040,0.46727393735906786,0.5327260626409321,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_775,116090,25718,6974,4226,8576,9450,18511,6223,73455,42635,0.3672581617710397,0.6327418382289602,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_776,47741,5920,2989,2151,6698,2260,9923,14106,29941,17800,0.372845143587273,0.6271548564127271,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_777,78718,14789,3818,7753,6975,1537,6892,14555,41764,36954,0.46944790263980285,0.5305520973601972,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_778,69797,14099,7548,5527,11833,2790,14235,20612,56032,13765,0.19721478000487128,0.8027852199951288,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_779,45043,5782,3041,1544,5924,3095,16224,18394,35610,9433,0.20942210776369247,0.7905778922363075,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_780,57883,8318,6412,3843,3544,3416,8749,12163,34282,23601,0.4077362956308415,0.5922637043691584,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_781,135574,40316,8489,6328,8843,1064,50981,47996,116021,19553,0.14422381872630446,0.8557761812736956,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_782,65641,7915,5031,1512,1991,1588,9113,20266,27150,38491,0.5863865571822489,0.4136134428177511,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_783,137679,35952,17742,2691,16267,4938,47395,65534,124985,12694,0.0921999723995671,0.9078000276004329,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_784,23811,3118,3203,1754,1315,1635,6605,8621,17630,6181,0.2595859056738482,0.7404140943261518,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_785,143992,34372,10495,3608,14935,12932,24266,70117,100608,43384,0.3012945163620201,0.6987054836379799,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_786,118182,16336,13632,8307,12609,1710,32840,39669,85434,32748,0.27709803523379195,0.722901964766208,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_787,106539,5702,10778,7815,18011,8111,15209,50393,65626,40913,0.3840189977379176,0.6159810022620824,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_788,24740,3912,3354,2388,889,1039,7180,12336,18762,5978,0.24163298302344383,0.7583670169765562,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_789,58469,11165,8502,5427,3175,3121,15515,25210,46905,11564,0.1977800201816347,0.8022199798183652,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_790,22296,6675,3129,1385,1940,1727,6719,5452,21575,721,0.032337639038392534,0.9676623609616075,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_791,126583,22867,12525,6134,14563,8345,36253,34839,100687,25896,0.2045772339097667,0.7954227660902333,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_792,39756,8694,2527,2219,6829,1836,3759,14271,25864,13892,0.34943153234731866,0.6505684676526814,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_793,117806,4619,12066,10912,13992,9302,3836,49706,54727,63079,0.5354481096039251,0.4645518903960749,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_794,21921,3221,2325,1610,4115,1890,3715,8195,16876,5045,0.2301446101911409,0.769855389808859,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_795,61677,5973,8743,1810,8605,1976,7891,5802,34998,26679,0.432559949413882,0.567440050586118,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_796,137710,14732,12071,3866,14608,8479,9447,10834,63203,74507,0.5410427710405925,0.45895722895940744,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_797,120006,27851,11004,7445,8648,5478,21782,8956,82208,37798,0.3149675849540856,0.6850324150459144,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_798,93206,24997,8799,3595,12576,1891,33606,25316,85464,7742,0.08306332210372723,0.9169366778962728,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_799,131295,34490,5316,7472,5051,11793,25037,34444,89159,42136,0.3209261586503675,0.6790738413496326,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_800,128789,25045,5960,6178,21422,9169,32222,5779,99996,28793,0.22356723012058483,0.7764327698794151,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_801,34715,7810,2175,3238,5742,2418,7142,7321,28525,6190,0.1783090882903644,0.8216909117096356,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_802,37670,6489,2291,3402,1946,1602,2442,6371,18172,19498,0.5176002123705866,0.4823997876294133,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_803,81581,17065,2181,5280,9800,7388,2450,12812,44164,37417,0.45864845981294666,0.5413515401870533,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_804,90094,3581,9408,3790,14906,3296,8373,13340,43354,46740,0.5187914844495749,0.4812085155504251,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_805,124982,12677,12715,7407,6661,1385,31677,12759,72522,52460,0.41974044262373783,0.5802595573762622,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_806,99950,16482,2250,5805,7892,8909,31278,10556,72616,27334,0.27347673836918457,0.7265232616308154,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_807,101405,22499,13946,5507,1472,5730,16475,35861,65629,35776,0.35280311621714905,0.6471968837828509,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_808,68476,17809,2516,5677,3491,4987,20128,31392,54608,13868,0.2025235118873766,0.7974764881126234,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_809,82848,15839,9442,3875,9868,4723,17175,33388,60922,21926,0.26465334105832367,0.7353466589416763,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_810,44363,7278,4320,1580,3236,3939,5757,6600,26110,18253,0.41144647566665915,0.5885535243333408,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_811,102024,15612,12324,6432,16334,1395,10620,29271,62717,39307,0.3852720928409002,0.6147279071590999,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_812,70712,13972,2604,2389,6319,1247,7179,23324,33710,37002,0.5232775200814572,0.47672247991854283,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_813,87817,20890,10828,2427,15944,8312,26880,18594,85281,2536,0.02887823542138766,0.9711217645786123,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_814,112426,13039,8245,10251,7894,9488,10999,31830,59916,52510,0.4670627790724565,0.5329372209275435,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_815,62700,18195,8106,5929,9786,1900,6001,15933,49917,12783,0.2038755980861244,0.7961244019138756,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_816,45718,7306,4296,2688,6751,2691,11428,6736,35160,10558,0.23093748632923575,0.7690625136707643,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_817,47504,10284,6201,2204,6998,2431,16401,10784,44519,2985,0.06283681374200067,0.9371631862579993,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_818,46089,6358,3756,3081,7308,4258,4438,19258,29199,16890,0.36646488316084097,0.633535116839159,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_819,46783,13297,2713,1706,2625,3827,5078,20761,29246,17537,0.3748583887309493,0.6251416112690508,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_820,30162,5740,3494,1783,3379,1827,5203,5992,21426,8736,0.2896359657847623,0.7103640342152377,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_821,37303,6427,5454,1462,4943,1633,8679,8243,28598,8705,0.23335924724552984,0.7666407527544702,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_822,24806,7037,2978,1933,824,1067,772,7800,14611,10195,0.4109892767878739,0.5890107232121261,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_823,130421,20037,9222,4177,5350,9069,25559,62330,73414,57007,0.4370998535511919,0.562900146448808,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_824,143205,39510,8294,11554,6120,8323,25961,39969,99762,43443,0.3033623127684089,0.696637687231591,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_825,135363,23310,8977,1803,22824,6790,28616,67026,92320,43043,0.3179820187200343,0.6820179812799657,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_826,147461,34804,18167,13021,16655,13629,45550,53568,141826,5635,0.03821349373732716,0.9617865062626728,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_827,63024,4483,2077,1528,12309,3799,1664,23679,25860,37164,0.5896801218583397,0.4103198781416603,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_828,63680,10317,6212,6297,9887,5888,12963,27477,51564,12116,0.19026381909547738,0.8097361809045226,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_829,53805,8604,2996,3186,4010,1558,18322,17835,38676,15129,0.2811820462782269,0.718817953721773,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_830,40034,9755,2930,1860,3444,3087,13536,5282,34612,5422,0.13543488035170106,0.864565119648299,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_831,57966,17246,8489,2503,11088,3385,17275,5527,59986,-2020,-0.03484801435324156,1.0348480143532415,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_832,84379,18491,10235,8096,13164,7196,17578,33053,74760,9619,0.11399755863425734,0.8860024413657427,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
